Prezzo,Locali,Superficie,Bagni,Piano
695000,5,145,2,4
159000,2,55,1,2
420000,4,92,1,4
449000,3,129,2,1
189000,4,131,2,0.5
190000,3,100,1,1
580000,4,135,2,6
475000,3,88,2,1
870000,6,130,2,3
239000,3,75,1,0
218000,2,65,1,1
369000,4,110,3,0.5
320000,3,80,1,50
269000,3,80,1,3
290000,2,50,1,0
575000,3,120,1,1
980000,5,135,2,50
475000,3,120,2,50
650000,6,150,4,5
229000,4,95,2,3
169000,3,90,1,2
790000,6,170,2,3
929000,5,173,2,3
340000,4,105,2,2
205000,1,30,1,0.5
340000,3,100,1,0
549000,4,145,2,2
750000,4,165,2,2
299000,3,74,1,5
820000,6,201,3,5
460000,3,90,1,1
335000,4,125,2,0
250000,2,43,1,3
1890000,6,420,4,1
420000,3,108,2,0
275000,2,68,1,4
359000,4,140,2,2
220000,2,65,1,2
1200000,3,162,3,3
660000,4,210,2,3
595000,6,169,3,1
2500000,6,260,2,3
2500000,6,246,4,5
1080000,6,150,3,1
340000,3,90,2,3
3700000,6,260,4,5
1480000,6,250,3,3
169000,3,75,1,2
210000,3,83,1,2
248000,3,92,2,1
259000,3,70,1,5
219000,2,70,1,1
220000,2,70,1,0
239000,2,80,1,1
249000,2,50,1,1
342000,3,9,1,0
155000,2,60,1,2
1950000,6,263,3,4
305000,2,55,1,2
479000,4,130,2,50
309000,4,110,1,50
790000,6,130,3,50
599000,4,109,3,7
199000,3,80,1,2
990000,5,165,2,5
575000,4,154,2,2
220000,2,80,1,6
249000,3,70,1,1
419000,5,160,2,1
399000,5,140,3,4
229000,2,65,1,1
680000,4,184,2,1
155000,2,55,1,4
199000,2,60,1,4
429000,3,95,1,50
309000,3,103,1,6
159000,2,64,1,3
285000,3,76,2,4
345000,4,130,2,1
1090000,6,257,2,50
99000,2,57,1,2
480000,4,130,2,1
335000,5,140,2,2
375000,3,72,2,2
280000,4,125,2,1
585000,3,115,2,8
550000,4,110,2,3
320000,3,170,2,50
339000,3,90,1,7
119000,2,45,1,2
298000,2,76,1,50
175000,3,88,2,0
380000,5,131,2,1
695000,4,120,2,0
270000,2,61,1,1
320000,3,90,2,3
285000,3,100,2,1
220000,2,83,2,-1
299000,3,86,1,3
265000,2,70,1,50
480000,5,151,2,2
325000,2,91,1,0
519000,3,110,2,3
470000,5,130,2,1
570000,3,100,1,4
729000,6,160,4,3
104000,3,61,1,1
290000,3,70,2,1
395000,4,129,1,2
163000,2,56,1,1
120000,3,88,1,1
224000,3,75,1,2
265000,2,74,1,1
215000,4,96,2,6
215000,2,50,1,7
690000,6,170,2,4
670000,6,194,2,2
850000,3,89,2,4
110000,1,30,1,1
320000,5,139,2,1
145000,2,72,1,2
790000,4,180,2,50
209000,3,100,2,2
2090000,4,140,3,50
195000,3,87,1,2
375000,3,83,2,1
545000,4,145,2,3
285000,4,101,2,4
187000,3,98,1,50
220000,2,70,1,7
319000,3,90,2,4
480000,3,90,1,8
178000,2,57,1,0
171000,2,56,1,1
259000,3,98,1,1
239000,3,80,2,1
439000,3,145,2,0.5
220000,3,68,1,2
850000,6,235,3,2
595000,5,143,2,4
279000,2,74,1,6
280000,3,112,1,1
115000,2,50,1,1
519000,5,170,2,0.5
2300000,4,210,3,2
520000,4,140,2,50
265000,2,60,1,1
179000,2,53,1,50
395000,6,155,2,2
525000,2,78,1,2
174000,2,75,1,7
1250000,6,250,3,50
410000,3,102,2,1
319000,3,100,1,50
110000,2,65,1,0
155000,4,75,1,50
375000,3,80,1,2
920000,6,140,3,3
285000,3,105,2,2
120000,3,68,1,0.5
149000,3,80,2,2
729000,3,108,2,3
860000,6,193,2,1
275000,3,85,1,8
285000,4,95,1,4
158000,3,90,2,2
159000,4,78,1,1
249000,2,90,1,0.5
215000,3,75,1,3
209000,4,115,1,1
465000,5,171,2,0.5
1180000,6,230,2,3
315000,2,60,1,3
165000,3,75,1,1
189000,3,85,2,1
2350000,5,275,3,3
339000,4,110,2,2
485000,4,110,2,50
113000,1,42,1,0
440000,5,142,2,3
390000,3,90,1,2
475000,3,122,2,4
280000,3,95,1,6
349000,3,85,1,1
365000,3,107,2,4
199000,2,45,1,1
269000,3,128,2,1
249000,3,80,1,1
350000,4,100,1,2
449000,3,126,2,3
465000,5,120,2,50
395000,6,202,3,0
335000,2,40,1,1
249000,4,103,1,3
569000,5,120,2,50
1150000,4,180,3,2
180000,3,75,1,0
450000,4,105,2,1
1900000,4,220,3,5
174000,1,43,1,6
520000,4,120,2,0.5
190000,2,55,1,0
215000,3,85,1,4
89000,2,30,1,0
700000,6,124,2,4
1000000,3,110,2,4
780000,5,135,2,2
249000,4,120,2,3
1050000,5,280,3,50
143000,2,50,1,4
185000,2,65,1,-1
269000,3,91,2,50
480000,2,70,2,0.5
750000,6,154,3,2
199000,4,205,2,1
165000,3,70,1,50
85000,1,39,1,0
419000,4,115,2,0.5
450000,4,126,2,50
560000,4,147,2,2
470000,2,80,1,50
425000,4,128,2,1
189000,2,60,1,7
295000,4,137,2,1
695000,4,155,3,6
398000,4,140,2,7
195000,3,85,2,0
245000,4,97,2,0.5
439000,3,100,2,1
175000,2,65,1,0.5
249000,3,102,2,2
389000,3,105,2,0.5
395000,5,118,2,50
159000,2,65,1,4
285000,2,73,1,2
380000,3,69,1,0.5
550000,4,135,2,1
209000,2,80,1,1
169000,3,70,2,1
360000,3,130,1,1
375000,4,135,2,1
1150000,3,100,1,50
180000,3,112,1,3
295000,4,102,2,2
2350000,5,290,3,3
399000,5,225,3,0
525000,3,155,2,3
900000,6,220,3,50
429000,3,95,1,2
349000,4,145,2,5
980000,6,175,2,3
650000,3,115,2,1
750000,5,110,4,4
235000,3,92,2,0.5
279000,4,90,2,4
650000,4,120,2,4
269000,3,100,1,3
390000,4,146,2,4
250000,4,112,1,5
580000,6,240,3,1
580000,5,150,2,3
255000,3,95,1,7
310000,3,95,2,7
1050000,5,170,2,2
2900000,6,280,4,50
205000,2,42,1,6
250000,3,90,1,1
360000,4,120,2,50
249000,3,100,1,2
475000,4,129,2,6
369000,3,90,1,2
390000,3,110,2,2
290000,3,90,2,4
130000,2,40,1,0
239000,3,95,1,6
219000,4,110,1,1
299000,3,90,2,-1
1190000,6,200,3,4
219000,3,75,1,3
695000,5,146,2,0
490000,3,108,2,1
595000,6,169,3,4
1500000,6,250,4,2
380000,4,125,2,6
480000,5,150,2,2
650000,3,113,1,4
890000,3,90,2,1
298000,4,115,1,50
185000,3,101,2,5
760000,6,230,3,0
199000,4,100,1,3
215000,4,100,2,50
195000,6,65,1,-1
1080000,5,175,2,3
400000,2,61,1,1
245000,2,60,1,1
231000,2,46,1,3
440000,4,120,2,50
199000,3,84,1,50
730000,6,180,2,3
250000,3,93,1,4
175000,1,42,1,1
690000,4,124,2,2
399000,3,75,2,6
220000,2,60,1,0.5
260000,4,120,2,50
199000,4,120,2,3
850000,4,162,2,2
470000,3,138,2,5
145000,3,80,1,2
790000,6,145,3,3
275000,3,100,2,0
145000,2,56,1,1
205000,3,84,2,1
195000,3,64,1,0.5
225000,5,101,2,2
299000,3,70,1,0
1650000,5,211,4,50
269000,2,43,1,50
215000,3,65,1,2
220000,3,80,2,0.5
2200000,4,231,3,5
545000,5,173,3,2
430000,3,105,2,4
780000,3,129,2,1
280000,3,85,1,0
340000,2,60,1,0
460000,3,100,1,1
280000,3,88,1,1
249000,4,135,2,2
418000,3,130,2,3
399000,6,122,2,3
279000,3,90,1,-1
265000,5,117,2,1
229000,3,90,2,1
169000,3,90,2,2
380000,3,94,2,1
790000,5,161,2,0
770000,6,180,3,2
175000,3,85,1,1
440000,5,130,2,1
480000,2,60,1,50
680000,5,235,3,50
269000,2,72,1,3
315000,3,82,2,4
650000,5,160,3,6
185000,3,72,1,1
650000,4,150,3,4
560000,4,120,3,0
1250000,6,275,4,50
310000,4,105,2,0
680000,4,164,2,1
183000,3,90,1,2
225000,3,75,1,0.5
400000,4,135,2,2
198000,1,60,1,1
1250000,3,170,3,4
950000,6,180,3,3
2175000,6,320,3,1
560000,5,120,2,6
720000,5,120,2,1
299000,3,95,2,4
172000,2,49,1,2
730000,4,170,2,4
1350000,6,210,2,3
228000,3,72,2,1
429000,2,65,1,50
400000,3,105,1,3
179000,2,70,1,1
275000,3,92,2,3
645000,5,154,2,6
266000,2,67,1,2
359000,3,120,2,50
659000,3,100,2,2
213000,3,71,1,3
245000,3,68,1,4
340000,2,60,1,1
500000,3,85,1,50
410000,3,95,2,5
495000,3,112,2,4
770000,3,150,2,3
279000,3,78,1,0
440000,3,68,2,0
189000,2,70,1,1
470000,5,93,2,3
215000,2,61,1,0
125000,3,75,1,0
449000,4,135,2,50
175000,2,40,1,1
560000,4,165,2,2
738000,6,145,3,3
340000,3,105,2,1
90000,2,40,1,2
440000,6,175,2,0.5
89000,1,40,2,1
570000,2,90,2,50
320000,3,80,2,0.5
125000,1,35,1,0
240000,3,60,1,5
169000,3,65,1,1
465000,4,130,2,4
149000,2,72,1,8
390000,1,50,1,1
130000,1,65,1,3
397000,2,100,2,5
220000,3,61,1,1
379000,4,85,2,50
1600000,6,170,3,2
225000,3,100,1,0.5
290000,3,86,1,1
299000,4,114,2,50
1420000,5,160,3,2
260000,2,64,1,1
202000,3,55,1,2
429000,6,160,2,1
590000,3,115,1,3
250000,2,70,1,1
179000,4,100,2,1
129000,2,76,1,6
139000,2,45,1,4
159000,3,73,2,50
545000,3,110,2,1
190000,3,100,1,1
430000,4,146,2,1
285000,4,95,1,1
309000,3,95,1,1
170000,3,60,1,4
880000,6,261,3,5
950000,5,130,3,1
979000,5,140,2,0.5
355000,4,135,1,1
480000,5,145,2,2
490000,5,160,2,1
299000,3,80,1,5
109000,2,58,1,0.5
159000,2,45,1,1
780000,4,218,3,1
5200000,6,525,4,50
518000,4,147,2,4
395000,3,89,2,3
1500000,6,200,2,2
165000,3,70,1,1
370000,2,50,1,0
529000,4,137,2,0
340000,2,70,1,1
1150000,5,186,2,5
280000,3,85,2,0
195000,2,72,1,1
290000,2,65,1,2
210000,2,63,1,6
458000,6,220,2,50
109000,1,33,1,2
218000,4,110,2,1
645000,3,120,1,5
370000,4,100,2,3
385000,3,99,2,2
185000,4,90,2,2
310000,2,50,1,0
218200,3,85,1,2
484000,3,90,1,6
369000,2,72,1,1
775000,4,150,2,5
135000,3,75,1,1
199000,2,60,1,4
410000,6,140,2,3
129000,3,60,1,2
245000,3,75,1,3
398000,4,125,2,2
595000,6,170,3,1
269000,3,90,1,2
225000,3,87,2,50
1890000,6,330,3,0.5
230000,3,67,1,6
289000,3,86,1,4
185000,3,83,1,2
545000,4,130,3,2
190000,3,100,1,1
269000,3,100,1,6
729000,5,140,2,0
590000,3,108,1,3
950000,6,165,2,0.5
170000,2,65,1,0
225000,3,74,2,1
348000,3,76,2,3
650000,5,140,3,2
285000,3,75,2,6
189000,2,55,1,3
549000,5,148,2,1
299000,3,82,2,50
290000,3,60,1,4
1250000,6,232,3,6
770000,6,133,2,2
460000,4,79,1,3
359000,3,82,2,3
240000,3,67,1,1
550000,3,100,1,1
670000,4,110,2,5
740000,4,110,2,0.5
229000,4,100,1,6
191000,2,65,1,0
299000,3,100,1,2
640000,6,190,3,7
495000,4,120,3,4
285000,3,70,1,1
195000,5,144,2,1
430000,4,110,2,0
395000,3,75,2,7
185000,3,75,1,1
800000,3,120,2,2
139000,2,41,1,3
750000,4,120,1,2
320000,3,100,1,4
169000,2,40,1,1
745000,4,150,2,3
430000,3,100,2,5
459000,3,90,2,7
269000,2,60,1,4
1280000,6,206,4,2
590000,3,95,1,50
255000,3,85,1,2
249000,4,105,2,3
510000,6,110,2,0
168000,2,61,1,3
375000,3,75,1,0
295000,3,96,2,4
510000,3,85,1,5
1300000,5,200,3,2
220000,2,77,1,1
155000,2,70,1,2
720000,4,100,2,1
199000,2,60,1,2
749000,6,166,2,3
469000,5,133,2,1
199000,3,80,1,-1
210000,2,60,1,2
365000,4,124,2,5
675000,6,175,3,2
1230000,6,260,3,1
1400000,5,145,3,50
165000,3,98,2,0.5
155000,2,70,1,2
249000,5,90,2,5
299000,5,114,2,1
230000,2,60,1,1
145000,3,55,1,2
95000,3,70,1,0.5
99000,2,42,1,0
119000,2,60,1,3
165000,2,60,1,5
305000,4,110,2,1
279000,4,135,3,0
255000,4,110,2,6
110000,2,66,1,0
470000,3,80,1,3
448000,5,188,2,50
209000,2,60,1,7
1250000,5,170,2,2
840000,6,250,4,0
330000,2,65,1,3
790000,5,169,2,1
339000,4,114,3,4
860000,6,233,3,3
440000,3,75,1,1
795000,5,200,3,5
250000,2,43,1,3
249000,2,55,1,1
100000,1,45,1,3
169000,2,70,1,0.5
169000,2,58,1,0
1400000,6,240,3,3
309000,5,110,1,2
119000,1,43,1,0
550000,3,146,2,1
1990000,6,272,3,50
485000,3,125,2,7
449000,4,110,2,6
160000,1,41,1,0
299000,3,115,2,5
880000,6,145,2,4
320000,4,112,2,50
98000,2,40,1,50
620000,6,140,2,1
160000,2,65,1,2
340000,3,70,2,0.5
165000,1,35,1,50
240000,2,89,1,4
285000,3,70,1,50
235000,5,100,1,4
680000,6,162,2,2
490000,5,135,2,2
785000,4,140,2,5
480000,3,80,1,2
280000,3,85,1,5
379000,3,80,2,1
375000,4,160,2,2
890000,6,278,4,0.5
375000,4,105,1,3
430000,4,140,2,50
830000,6,200,2,0.5
370000,3,100,2,4
299000,2,60,1,5
420000,4,140,1,4
290000,3,70,1,1
119000,2,45,1,0.5
980000,6,220,3,1
249000,3,90,2,1
229000,2,69,1,2
239000,3,88,1,1
277000,2,82,1,5
390000,6,220,3,50
470000,6,170,3,2
295000,3,60,1,3
338000,4,110,2,0
245000,2,70,1,0
1750000,5,274,3,2
150000,1,47,1,1
480000,4,120,2,5
149000,3,86,1,1
269000,3,78,1,3
852500,3,133,2,3
205000,3,65,1,3
154000,2,50,1,2
285000,4,140,3,50
839000,6,200,2,1
270000,2,55,1,0
125000,1,39,1,1
280000,3,95,2,3
590000,6,155,3,0.5
189000,2,60,1,3
229000,3,85,1,2
225000,3,95,1,3
495000,6,155,3,3
510000,4,110,2,8
340000,4,120,2,2
315000,3,101,1,0
189000,2,65,1,2
369000,3,90,1,1
439000,5,140,2,1
169000,2,50,1,3
380000,2,74,1,1
450000,5,139,2,2
520000,5,120,1,3
183000,2,59,1,1
750000,4,162,2,7
220000,4,109,2,3
675000,3,90,2,4
369000,5,149,3,4
1650000,6,233,2,50
685000,6,250,3,3
550000,5,150,4,4
650000,4,135,2,3
1100000,5,241,3,4
215000,3,85,1,4
209000,2,65,1,5
750000,5,145,2,1
259000,2,72,1,3
179000,4,90,1,0
238000,3,72,1,2
630000,3,110,1,3
298000,4,110,1,8
345000,3,90,1,0
960000,4,165,2,5
1280000,4,250,4,50
310000,4,140,3,1
229000,2,55,1,3
345000,3,100,2,0
295000,5,110,1,5
359000,4,125,2,0.5
159000,4,100,2,0.5
325000,2,70,1,4
330000,2,50,1,2
698000,5,140,2,3
175000,3,99,2,1
399000,3,90,2,2
189000,2,42,1,0
209000,3,75,1,50
199000,2,50,1,0
650000,6,150,2,4
680000,5,200,3,50
199000,1,45,1,0
209000,2,53,2,1
401000,3,91,1,1
169000,2,50,1,3
260000,3,85,1,0.5
235000,3,75,1,1
320000,4,130,2,1
460000,5,130,2,0
890000,6,280,4,4
325000,3,80,1,0
990000,4,110,1,1
255000,3,108,2,3
499000,6,151,2,3
289000,3,60,1,5
275000,4,135,2,0.5
559000,5,160,3,4
69000,1,42,1,1
790000,5,169,2,0
195000,3,85,2,1
200000,2,60,1,2
149000,3,116,2,1
780000,6,220,3,2
170000,3,75,2,1
295000,4,110,2,0
990000,5,187,2,4
665000,4,135,2,50
290000,3,90,1,1
880000,3,184,2,0
209000,3,80,1,50
630000,6,225,1,1
1490000,6,235,3,50
790000,4,135,2,3
129000,2,40,1,2
470000,5,120,2,0
649000,3,110,2,3
450000,5,145,2,2
1390000,6,285,2,2
530000,3,149,1,4
219000,4,100,2,1
390000,3,100,1,2
265000,4,106,2,1
595000,6,150,2,4
858000,5,165,2,0.5
439000,4,110,2,0
375000,4,127,1,1
649000,6,191,2,50
98000,2,45,1,0.5
270000,2,72,1,1
299000,3,85,1,3
189000,2,55,1,3
180000,2,63,1,0
280000,3,100,1,1
299000,4,100,2,7
269000,3,78,1,2
762000,3,110,2,6
275000,3,95,2,0
729000,3,108,2,3
890000,6,230,4,50
470000,5,135,2,4
259000,4,115,2,4
599000,5,147,2,2
155000,3,75,1,2
1280000,4,160,2,50
515000,4,120,2,1
238000,2,60,1,2
325000,3,61,1,1
970000,5,221,3,2
199000,2,60,1,0.5
150000,1,40,1,3
1350000,6,250,3,50
305000,4,122,2,4
348000,4,105,2,50
630000,6,170,3,3
194000,2,65,1,0
640000,2,73,1,2
340000,2,40,1,2
580000,2,63,1,3
145000,3,65,2,1
119000,3,80,1,4
190000,3,60,1,1
550000,2,75,1,3
360000,3,80,2,0
275000,3,70,1,2
280000,3,54,1,1
299000,3,93,1,1
209000,2,65,1,3
559000,5,150,2,4
595000,5,170,2,0
229000,3,92,1,5
209000,4,115,2,2
171300,3,80,2,0
499000,4,149,2,4
229000,3,90,2,1
259000,3,91,1,3
219000,3,80,1,3
530000,4,175,2,2
275000,6,140,2,1
1050000,6,220,3,5
159000,4,100,2,2
199000,2,65,1,0
875000,4,170,2,4
832000,3,114,2,0
320000,3,90,1,1
315000,3,86,2,1
270000,2,70,1,6
259000,2,63,2,0
690000,5,286,3,50
560000,5,140,2,3
195000,3,60,1,2
230000,4,84,1,4
700000,6,180,3,1
457000,2,63,1,1
127000,2,70,1,1
980000,4,155,3,0
976000,3,136,3,1
700000,6,170,2,3
229000,4,100,1,1
239000,3,85,1,5
664000,5,195,3,3
260000,2,60,1,1
279000,3,90,1,0
330000,3,80,2,2
425000,2,40,1,2
175000,2,60,1,4
119000,2,45,1,0
1415000,6,230,2,3
450000,3,100,2,1
980000,3,101,2,4
235000,1,55,1,0
139000,3,69,1,50
269000,5,110,1,2
99000,2,65,1,0
99000,2,40,1,0
490000,5,171,3,0
780000,5,200,3,50
349000,4,105,2,4
250000,2,55,1,4
199000,4,92,1,7
275000,3,75,2,4
970000,6,204,3,2
495000,5,180,3,50
990000,6,155,2,1
490000,2,69,1,4
279000,4,140,1,50
330000,3,107,2,3
198000,2,50,1,3
395000,3,95,2,50
189000,2,60,1,4
260000,3,105,1,2
289000,3,94,1,4
519000,5,160,2,1
160000,4,110,1,0
129000,3,70,1,2
340000,2,53,1,1
110000,1,38,1,2
135000,2,45,1,1
145000,2,40,1,0
89000,2,50,1,3
580000,4,140,2,2
199000,2,66,1,1
180000,4,125,1,3
170000,3,73,2,1
259000,3,90,1,3
940000,4,153,2,5
135000,2,55,1,1
240000,3,90,2,0.5
520000,3,100,1,7
179000,2,50,1,0
145000,2,59,1,0
239000,3,77,1,0
370000,4,102,2,1
1090000,6,214,3,4
495000,5,120,1,50
650000,5,140,2,3
670000,5,175,2,2
159000,3,73,1,0
465000,3,65,1,1
140000,2,50,1,0
1170000,5,150,3,50
169000,3,70,1,1
325000,3,80,2,1
269000,3,106,2,2
970000,6,190,2,1
385000,4,130,2,50
179000,2,62,1,0
289000,3,100,1,3
750000,6,220,2,0
399000,5,125,2,1
249000,3,101,1,0.5
500000,4,115,2,50
620000,6,212,4,6
269000,2,64,1,7
280000,3,121,2,3
1650000,6,256,4,0
769000,6,135,2,4
145000,2,50,1,1
320000,6,140,2,-1
1400000,6,224,2,2
199000,1,45,1,0
220000,2,48,1,5
199000,3,81,2,1
169000,3,95,1,1
1500000,4,122,2,3
175500,3,100,2,1
145000,3,75,1,0
600000,5,135,2,2
119000,2,63,1,3
255000,3,80,1,7
430000,3,127,2,0
1050000,6,160,3,2
265000,3,100,2,1
578000,4,120,2,0
260000,3,82,1,4
520000,5,132,2,5
163000,2,71,1,1
100000,3,82,1,2
1590000,6,200,3,0
495000,6,180,3,50
350000,3,85,1,1
395000,5,131,1,3
143000,3,75,2,2
220000,2,60,2,6
210000,2,75,1,1
295000,4,120,2,1
980000,6,247,2,8
192000,4,100,2,1
229000,3,93,2,1
228500,3,90,2,2
225000,2,50,1,50
349000,3,120,1,1
198000,2,60,1,1
230000,2,60,1,1
149000,2,60,1,0
285000,3,95,1,5
1350000,6,248,4,4
328000,4,100,2,2
2150000,6,271,2,0.5
255000,3,90,1,50
249000,3,55,1,3
255000,3,95,1,0.5
399000,4,112,2,0
265000,2,60,1,0
339000,4,115,1,0
185000,2,61,1,5
329000,4,110,1,4
920000,5,184,2,6
1350000,5,160,4,2
209000,2,65,1,1
169000,2,60,1,2
83000,2,55,1,0.5
210000,3,97,2,0
310000,3,91,1,1
165000,3,77,1,2
395000,3,96,1,3
1050000,4,140,2,3
1300000,6,170,2,3
149000,3,110,3,0
376000,4,96,2,1
119000,3,65,2,1
165000,3,87,1,0
400000,3,95,1,4
195000,4,75,1,0.5
420000,3,80,1,1
190000,2,70,1,1
165000,3,84,1,1
320000,2,45,1,1
229000,3,95,1,4
195000,2,52,1,0
499000,5,152,2,0
85000,2,45,1,3
349000,3,90,1,5
1289000,5,206,2,50
140000,2,50,1,1
249000,2,60,1,4
199000,3,90,1,3
495000,3,130,2,3
695000,5,186,2,1
310000,3,112,1,5
169000,3,78,1,0
475000,4,110,1,3
1590000,6,272,2,0.5
220000,4,110,2,2
218000,3,77,1,8
285000,3,85,2,0
150000,2,55,1,0
850000,4,120,2,5
99000,2,62,1,-1
99000,1,49,1,3
1750000,4,220,2,50
348000,4,105,2,50
130000,2,40,1,2
535000,4,140,1,1
359000,3,125,2,3
359000,3,105,2,7
169000,2,65,1,2
265000,3,86,2,5
185000,3,60,1,2
195000,4,97,2,2
695000,3,140,2,3
155000,3,67,1,1
130000,2,40,1,1
234000,1,40,1,0.5
270000,2,80,2,1
109000,2,38,1,0
370000,4,105,2,2
450000,3,97,1,5
115000,1,38,1,1
130000,2,60,1,1
395000,4,141,2,1
519000,3,120,2,50
205000,3,83,1,1
280000,4,120,2,3
150000,2,55,1,1
890000,3,100,2,50
199000,4,120,1,2
190000,2,52,1,3
1370000,6,220,3,3
229000,2,70,1,1
160000,2,66,1,0
950000,6,170,4,3
290000,4,103,2,50
358000,4,105,2,0
835000,2,80,1,4
2200000,6,250,3,50
209000,3,75,1,2
170000,2,60,1,0
169000,3,80,1,0
155000,2,40,1,-1
180000,2,65,1,50
510000,5,123,1,5
240000,3,100,2,2
270000,3,91,2,5
380000,4,140,2,50
159000,2,60,1,1
330000,2,75,1,2
365000,4,125,2,3
850000,4,159,2,8
225000,4,114,1,3
1390000,6,285,2,2
269000,3,100,2,0
888000,5,231,3,2
199000,3,88,1,1
250000,3,81,2,0
750000,4,170,2,10
475000,5,160,2,2
265000,3,86,1,1
190000,2,57,1,0
295000,4,92,2,3
299000,4,140,3,6
950000,6,224,2,5
80000,1,40,1,0
295000,3,100,1,1
430000,5,110,2,0
745000,4,152,2,4
198000,3,105,1,0.5
932000,5,183,2,50
329000,4,105,2,3
350000,3,95,2,1
320000,2,70,1,3
149000,3,72,1,0.5
200000,1,45,1,5
1190000,6,200,3,3
280000,3,83,1,7
850000,5,160,2,2
790000,6,165,1,1
530000,6,177,3,2
173000,3,69,1,3
770000,4,137,2,2
390000,4,110,2,4
125000,3,50,1,1
230000,3,80,1,50
89000,3,40,1,-1
315000,4,120,1,-1
242000,2,78,1,1
580000,4,108,2,2
690000,5,130,4,1
845000,5,150,3,2
165000,2,53,1,1
749000,6,180,3,2
259000,4,118,2,50
520000,4,150,2,2
119000,4,65,1,0
1340000,6,200,2,3
170000,2,62,1,2
260000,3,100,2,5
670000,4,142,2,1
130000,2,60,1,4
450000,3,90,2,1
645000,6,213,3,3
174000,3,91,2,2
90000,2,55,1,0
565000,6,191,2,50
375000,3,100,2,2
295000,3,114,2,4
89000,2,65,1,0
995000,5,190,2,1
690000,6,215,3,5
367000,5,185,2,1
189000,2,80,1,2
269000,4,95,1,5
285000,3,80,2,1
110000,1,44,1,2
690000,5,210,3,2
105000,3,51,1,1
460000,6,145,2,4
179000,2,62,1,0
549000,3,107,2,4
590000,5,160,2,1
152000,3,70,1,2
269000,4,110,1,2
290000,3,97,2,0
399000,4,100,1,2
295000,3,90,1,-1
232000,2,70,1,4
980000,6,235,3,1
699000,4,150,3,3
210000,2,75,1,50
319000,3,105,1,1
330000,3,100,2,5
444000,2,88,1,3
1200000,5,180,4,50
329000,3,90,2,1
178000,3,85,1,0
180000,3,107,2,1
460000,5,156,2,0
369000,4,80,2,5
177000,2,70,2,1
160000,3,80,1,2
159000,2,65,1,2
229000,2,65,1,5
900000,4,113,2,2
240000,2,65,1,2
389000,3,100,2,0.5
127000,1,30,1,-1
135000,3,60,1,2
345000,3,102,1,1
149000,1,50,1,0
480000,3,130,2,0
135000,2,70,1,0
145000,1,35,1,0
1190000,6,210,2,3
165000,2,62,1,2
155000,1,35,1,2
175000,2,85,1,1
160000,2,68,1,4
730000,4,115,2,2
425000,5,95,2,3
199000,2,57,1,6
179000,3,110,2,0.5
175000,3,85,1,2
380000,3,110,2,0
680000,4,114,1,1
559000,4,196,3,1
335000,2,85,2,2
410000,4,125,2,1
209000,4,95,1,1
170000,2,59,1,3
210000,4,90,1,0.5
119000,3,70,1,3
750000,3,100,2,1
395000,4,115,2,4
135000,1,35,1,0
315000,4,110,2,50
350000,4,75,1,3
700000,2,110,1,2
2480000,6,420,4,50
125000,2,63,1,2
600000,5,138,2,3
249000,2,65,1,4
349000,3,101,1,1
304000,2,82,1,4
650000,4,140,2,2
164000,2,51,1,1
550000,3,100,2,2
265000,2,79,1,0
132000,2,50,1,0
130000,2,67,1,0
259000,3,112,2,3
630000,5,130,2,3
2480000,6,420,4,50
225000,2,80,1,1
230000,2,93,1,3
1350000,5,229,3,5
83000,2,50,2,0
265000,3,58,1,-1
248000,2,70,1,2
310000,3,90,1,1
475000,6,160,2,4
310000,3,83,2,1
249000,2,60,1,8
360000,3,104,2,6
1290000,6,300,4,4
89000,2,38,1,0
700000,3,108,2,2
199000,4,92,2,2
685000,6,250,3,3
249000,3,65,1,2
215000,2,54,1,1
590000,6,190,3,1
189000,3,85,1,4
590000,5,180,2,3
449000,2,100,2,2
130000,2,55,1,50
2300000,6,320,2,2
599000,5,172,2,4
239000,3,93,1,3
315000,4,125,2,50
249000,2,60,1,3
129000,2,50,1,1
159000,3,65,1,0
595000,5,160,2,50
650000,4,137,2,3
430000,3,115,2,0
490000,3,83,2,4
280000,2,60,1,2
379000,4,124,1,2
499000,3,95,2,1
155000,3,73,1,0
259000,4,150,2,1
159000,3,110,2,0
650000,4,140,3,0
140000,2,50,1,6
780000,5,175,3,1
355000,3,110,1,3
430000,3,121,1,1
258000,6,140,4,1
380000,4,80,1,3
299000,3,65,1,2
380000,4,106,2,5
185000,2,40,1,1
295000,4,90,1,2
398000,4,110,2,3
175000,2,60,1,3
1490000,6,220,3,2
645000,4,160,2,3
250000,3,90,1,50
280000,3,120,1,1
360000,3,100,1,50
180000,1,42,1,1
1300000,6,353,3,1
255000,2,60,1,1
189000,2,47,1,1
195000,2,50,1,1
990000,6,200,3,3
690000,5,150,2,4
335000,4,138,2,1
180000,2,55,1,0
250000,4,90,2,0
570000,5,160,2,1
760000,6,150,3,2
430000,4,130,1,4
1100000,6,300,3,0
110000,2,55,1,3
550000,2,70,1,3
865000,6,200,2,3
365000,3,90,1,2
545000,5,155,3,0.5
1250000,5,200,3,4
99000,2,65,1,2
100000,1,35,1,-1
509000,4,130,2,2
159000,2,55,1,1
209000,3,80,2,4
210000,3,80,1,3
529000,5,180,3,3
150000,2,45,1,0
530000,4,125,3,1
665000,4,148,2,3
320000,3,68,2,1
199000,3,70,1,2
670000,4,145,2,2
185000,2,45,1,3
